tract_geoid,equity_priority_score,equity_tier,equity_percentile,composite_need,composite_access_deficit,ind_1_transit_dependency,ind_2_temporal_mismatch,ind_3_structural_gap,ind_4_time_tax,ind_5_service_coverage,ind_6_economic_vulnerability,ind_7_multimodal_deficit,poverty_rate_pct,hh_no_vehicle_pct,snap_benefits_pct,rent_burden_50pct_plus,unemployment_rate_pct,stop_count,route_count,transit_jobs_30_mean,auto_jobs_30_mean,institutional_tract,headway_early_min,headway_peak_am_min,mean_service_span_hours,total_weekday_trips,freq_early_tph,freq_peak_am_tph,weekend_weekday_ratio,unique_routes,unique_stops,unique_headsigns,wheelchair_pct,rail_trip_share,trend_poverty_rate_pct,trend_hh_no_vehicle_pct,trend_snap_benefits_pct,trend_rent_burden_30pct_plus,trend_rent_burden_50pct_plus,trend_unemployment_rate_pct,trend_median_household_income,trend_per_capita_income,trend_commute_public_transit_pct,trend_commute_drove_alone_pct,trend_commute_wfh_pct,trend_mean_commute_time_min,trend_median_gross_rent,trend_total_population,trend_median_age,trend_under_18_pct,trend_age_65_plus_pct,trend_owner_occupied_pct,trend_renter_occupied_pct,trend_no_health_insurance_pct,trend_foreign_born_pct,trend_hispanic_latino_pct,trend_black_alone_pct,trend_white_alone_pct,trend_asian_alone_pct,neighbor_mean_equity_score,neighbor_mean_headway_peak,n_neighbors,poverty_x_low_span,novehicle_x_low_service,novehicle_x_weekend_gap,rising_poverty_x_current
12086000107,0.1187797921547306,Moderate,65.8203125,0.2132084329992762,0.5571064450116466,0.1710447803097357,0.4491258871738736,0.406634144741251,0.3510084580351333,0.6232063032100097,0.2553720856888167,0.9555574318979652,16.9,18.9,5.6,67.9,3.8,8.0,5.0,19117.0,925571.0,False,9.015000000000002,16.660690476190474,14.483333333333334,561.0,5.5,25.333333333333332,0.7156862745098039,5.0,8.0,5.0,0.7397504456327986,0.0,1.8899999999997807,2.929999999999991,0.9799999999998121,-0.24999999999992373,-0.12999999999977244,0.669999999999907,610.6999999998513,3137.799999999665,0.7799999999998877,-5.569999999999898,3.8300000000000263,-1.2699999999998675,97.29999999999728,107.59999999998072,-0.6999999999999694,1.4299999999999404,-0.5799999999999375,0.9999999999997536,-0.9999999999997506,1.8699999999999828,6.309999999998168,-3.6799999999995605,0.020000000000000653,-6.259999999999773,0.6699999999999263,0.0634017581929488,11.500692038397176,3,160.83166666666665,0.03362989323843416,5.373529411764705,31.940999999996293
12086000109,0.1052782637963104,Moderate,57.03125,0.1849068476471803,0.5693583830772525,0.1182412005695148,0.5110473309286482,0.4529253289927908,0.4140099761440034,0.5152512102118292,0.2515724947248457,0.9535580691089908,17.8,7.0,22.7,51.8,1.3,31.0,10.0,17153.043478260868,1055241.3152173914,False,21.50526315789473,23.47063602186447,15.989148745519712,2009.0,15.5,102.33333333333333,0.759581881533101,10.0,31.0,15.0,0.8068690890990543,0.0,-1.7899999999997829,-1.4399999999999025,-3.839999999999442,-0.660000000000056,-0.7699999999998224,-1.0299999999998477,5467.599999999399,2621.2999999997287,-0.17000000000008392,-2.4400000000001025,2.0899999999999825,-0.9199999999999156,128.49999999999233,142.80000000000206,-1.5099999999998497,-0.8199999999998995,0.8199999999999226,-1.0699999999999594,1.0699999999999608,0.25000000000002637,7.349999999997939,-3.6699999999997415,-1.5299999999998302,-7.589999999999539,0.40000000000002967,0.1129855532576876,30.548447281853424,6,142.59315232974913,0.0034825870646766166,1.6829268292682928,0.0
12086000141,0.0702057320201025,Low,23.4375,0.1352340166126787,0.5191425484401424,0.0760342282311685,0.4964196086734677,0.3824118556502999,0.3001405656361197,0.5326217793202597,0.1944338049941888,0.8841189329205648,13.4,3.8,9.8,45.0,2.9,14.0,10.0,27267.31111111111,1164669.1555555556,False,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6899999999997866,0.23999999999967664,2.409999999999561,3.0399999999999276,-1.2000000000003972,-1.2499999999998839,5064.30000000045,3802.8999999996227,0.4299999999999425,-5.429999999999634,5.799999999999738,-0.8400000000000661,146.79999999998765,-1167.3,-2.720000000000057,2.9799999999999827,-3.3000000000002525,-5.229999999999901,5.229999999999897,1.5099999999997973,4.289999999998179,2.159999999999423,-0.7899999999999665,-6.619999999999468,-0.2000000000000261,0.10272394574366678,26.99051207024044,0,321.6,3.8,3.8,22.64599999999714
12086000115,0.0702436545259182,Low,23.6328125,0.1443098404323795,0.4867558186985375,0.0793433750524981,0.0526773256478876,0.3873786066525451,0.3700089158774909,0.6734941848058045,0.2092763058122609,0.9502200605089598,6.2,10.5,5.3,52.5,8.7,3.0,2.0,20043.333333333332,878397.2380952381,False,120.0,18.288888888888877,12.015740740740739,86.0,0.0,3.0,0.5348837209302325,2.0,3.0,2.0,0.0,0.0,-0.16000000000000467,1.9899999999999112,1.1499999999998858,-1.3099999999999066,0.7299999999999175,1.0699999999998902,8460.99999999932,5882.099999999723,-1.150000000000036,-3.1299999999996975,1.219999999999861,-0.7599999999998751,147.79999999999148,-258.39999999997343,1.4300000000000117,-0.43999999999991707,0.5900000000000806,3.6499999999998045,-3.6499999999998045,-0.6599999999999205,4.499999999998205,-2.0399999999998917,0.24999999999996106,-5.229999999999734,-0.10999999999999015,0.0737995711299207,16.8814947786132,1,74.30240740740742,0.12068965517241378,4.883720930232559,0.0
12086000118,0.0573104849699577,Low,14.453125,0.1252723882772109,0.4574869670652191,0.0932721667353004,0.0,0.3922125165560486,0.3300079519988433,0.6324926994181997,0.1572726098191214,0.932721667353004,5.5,14.5,0.0,46.8,4.6,4.0,5.0,23651.666666666668,1062784.0,False,120.0,9.015277777777778,16.37673611111111,501.0,0.0,20.0,0.7485029940119761,5.0,4.0,5.0,0.872255489021956,0.0,-1.1400000000000625,0.1500000000000451,-0.42000000000001925,0.0,-7.039999999999131,0.10000000000002092,502.49999999935466,-7163.900000000329,1.0099999999998666,-4.809999999999731,4.049999999999824,1.169999999999927,-144.19999999998362,8.799999999997928,0.8199999999998691,-1.9199999999998427,2.2499999999997704,-0.08000000000013768,0.08000000000013588,1.5100000000000684,7.289999999998245,0.460000000000189,0.28000000000001923,-4.990000000000077,0.029999999999997824,0.09530997655257412,16.991442207165285,5,41.92795138888889,0.02888446215139442,3.646706586826347,0.0
12086000144,0.0647825531349871,Low,17.96875,0.1243816814317969,0.5208367694442997,0.051416588324253,0.3202756338155632,0.4187576628801848,0.3510084580351333,0.6199405564166498,0.1973467745393408,0.8942015360739668,8.3,3.2,3.6,57.4,3.7,6.0,6.0,21516.791666666668,1109200.8333333333,False,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11000000000000902,-1.3400000000000964,-0.21999999999997852,0.6399999999997186,-3.0899999999995447,-0.629999999999845,4302.699999999262,-620.8000000006551,-0.23999999999999974,-7.659999999999486,4.149999999999856,-4.089999999999379,175.20000000000994,-589.6999999999939,-1.7900000000000116,3.8399999999998244,-2.94000000000003,-1.9600000000000775,1.960000000000074,-1.249999999999905,3.539999999998686,6.229999999999642,0.4599999999999874,-8.24999999999959,-0.16000000000001546,0.10272394574366678,26.99051207024044,0,199.20000000000002,3.2,3.2,0.913000000000075
12086000120,0.0901145076925001,Moderate,43.359375,0.174028171200961,0.5178156333576558,0.1015658117270407,0.0787543105169957,0.5053288283997298,0.4356104966384732,0.6157149375519464,0.2464905306748812,0.953669593681134,11.7,9.6,4.2,62.4,8.5,13.0,5.0,13958.0,1126132.0857142855,False,29.792708333333334,32.88846153846154,16.010042735042735,738.0,4.0,34.666666666666664,0.6205962059620597,5.0,13.0,5.0,0.8211382113821138,0.0,0.9099999999999755,0.5900000000001109,-0.9199999999999554,-2.329999999999822,3.3099999999999317,0.5300000000000189,-2390.1999999996247,1143.599999999873,-0.38999999999996954,-3.9699999999999798,4.199999999999914,0.5799999999999601,76.89999999999523,-66.4999999999991,-0.10000000000001934,-0.5399999999999547,0.5699999999999406,1.9299999999999335,-1.9299999999999322,-2.2099999999997886,4.7099999999984306,-1.5400000000000433,0.39999999999996827,-7.079999999999506,0.15999999999999523,0.1203951333613134,25.054920235946753,4,93.4825,0.012990527740189446,3.642276422764227,10.646999999999712
12086000121,0.0736394773034342,Low,26.3671875,0.1472494954146216,0.5001000315558428,0.0692717851377184,0.0346281728975751,0.4677502051267864,0.4140099761440034,0.660488001774603,0.2252272056915248,0.9236238018362464,13.1,1.9,1.7,65.9,3.2,5.0,3.0,15797.75,1049346.0,False,120.0,56.39333333333334,14.0,87.0,0.0,3.6666666666666665,0.5114942528735632,3.0,5.0,3.0,0.0,0.0,1.8899999999997135,-0.32000000000005707,-0.25999999999999457,-1.0799999999999594,9.51999999999904,-0.590000000000036,-6522.39999999933,-2935.800000000232,0.0,-5.369999999999656,3.4199999999998276,-1.6999999999998476,-21.700000000005936,120.79999999999042,-0.1900000000002957,0.0100000000002751,0.8399999999997949,-1.869999999999957,1.8699999999999488,0.6999999999999307,7.349999999998422,5.979999999999621,-0.9300000000000104,-6.7299999999993245,0.18999999999988182,0.0519319594144443,60.0,3,131.0,0.02159090909090909,0.9281609195402298,24.758999999996245
12086000122,0.0519319594144443,Low,11.1328125,0.1013823175165288,0.5122388271108281,0.0399252953582555,0.1150758251561106,0.4561562059104795,0.3881631994839541,0.6839760232046185,0.1628393396748022,0.9178228817989778,1.7,7.0,4.6,55.8,1.1,3.0,1.0,16351.23076923077,1022871.6153846154,False,120.0,60.0,14.0,42.0,0.0,2.0,0.5,1.0,3.0,1.0,0.0,0.0,-2.489999999999776,-0.5099999999999774,0.9099999999999228,-2.0699999999999017,-0.2800000000000291,-0.16999999999996657,6324.699999999579,4211.899999999549,-0.20000000000001872,0.3299999999999198,2.969999999999771,0.27999999999996344,194.3999999999812,-129.0999999999986,-0.22999999999990647,-0.5899999999999497,-0.22999999999981133,-0.15999999999991982,0.1599999999999207,-0.3699999999999759,5.869999999998468,2.58999999999979,0.03999999999995957,-6.919999999999451,0.3799999999999532,0.08412230908085616,39.022913042088675,4,17.0,0.16279069767441862,3.5,0.0
12086000123,0.0737995711299207,Low,26.7578125,0.1411921329355327,0.5226889742052208,0.0867738396837326,0.3575361104353076,0.388933289833315,0.3423611908437198,0.5814203703079723,0.1956104261873328,0.9431939096057894,14.7,3.7,3.3,50.8,3.0,23.0,5.0,21925.970588235297,968664.4411764706,False,27.0,16.8814947786132,15.63542270531401,1552.0,11.166666666666666,72.0,0.7387242268041238,5.0,23.0,7.0,0.7873711340206185,0.0,-1.119999999999832,-0.7199999999999475,-0.9599999999999516,3.5399999999997758,-0.34999999999993076,3.0089554159134436e-14,1333.9999999997922,4270.999999999874,0.5200000000000298,-5.459999999999494,5.669999999999505,-2.2699999999997895,16.400000000001427,-5.0000000000055165,-0.48999999999988825,0.8399999999999657,-0.249999999999865,-1.0599999999998195,1.0599999999998209,-0.6899999999998845,5.889999999997929,1.0899999999999372,-0.7899999999999228,-5.349999999999766,-0.8799999999998931,0.0983729851750565,20.3662037037037,3,122.95928623188405,0.0023824855119124275,0.9667203608247422,0.0
