tract_geoid,equity_priority_score,equity_tier,equity_percentile,composite_need,composite_access_deficit,ind_1_transit_dependency,ind_2_temporal_mismatch,ind_3_structural_gap,ind_4_time_tax,ind_5_service_coverage,ind_6_economic_vulnerability,ind_7_multimodal_deficit,poverty_rate_pct,hh_no_vehicle_pct,snap_benefits_pct,rent_burden_50pct_plus,unemployment_rate_pct,stop_count,route_count,transit_jobs_30_mean,auto_jobs_30_mean,institutional_tract,headway_early_min,headway_peak_am_min,mean_service_span_hours,total_weekday_trips,freq_early_tph,freq_peak_am_tph,weekend_weekday_ratio,unique_routes,unique_stops,unique_headsigns,wheelchair_pct,rail_trip_share,trend_poverty_rate_pct,trend_hh_no_vehicle_pct,trend_snap_benefits_pct,trend_rent_burden_30pct_plus,trend_rent_burden_50pct_plus,trend_unemployment_rate_pct,trend_median_household_income,trend_per_capita_income,trend_commute_public_transit_pct,trend_commute_drove_alone_pct,trend_commute_wfh_pct,trend_mean_commute_time_min,trend_median_gross_rent,trend_total_population,trend_median_age,trend_under_18_pct,trend_age_65_plus_pct,trend_owner_occupied_pct,trend_no_health_insurance_pct,neighbor_mean_equity_score,neighbor_mean_headway_peak,n_neighbors,poverty_x_low_span,novehicle_x_low_service,novehicle_x_weekend_gap,rising_poverty_x_current
12086000107,0.1187797921547306,Moderate,65.8203125,0.2132084329992762,0.5571064450116466,0.1710447803097357,0.4491258871738736,0.406634144741251,0.3510084580351333,0.6232063032100097,0.2553720856888167,0.9555574318979652,16.9,18.9,5.6,67.9,3.8,8.0,5.0,19117.0,925571.0,False,9.015000000000002,16.660690476190474,14.483333333333334,561.0,5.5,25.333333333333332,0.7156862745098039,5.0,8.0,5.0,0.7397504456327986,0.0,1.880000000000839,2.348571428571399,0.9371428571432724,0.10000000000014017,-0.6200000000004912,0.7685714285718042,2022.0571428580909,2673.400000000908,0.8828571428575047,-5.774285714286776,3.274285714285744,-0.9571428571431617,125.37142857147354,109.22857142861871,-1.2800000000007354,1.691428571429157,-0.9628571428575976,1.0514285714293705,1.6314285714287569,0.0634017581929488,11.500692038397176,3,160.83166666666665,0.03362989323843416,5.373529411764705,31.772000000014177
12086000109,0.1052782637963104,Moderate,57.03125,0.1849068476471803,0.5693583830772525,0.1182412005695148,0.5110473309286482,0.4529253289927908,0.4140099761440034,0.5152512102118292,0.2515724947248457,0.9535580691089908,17.8,7.0,22.7,51.8,1.3,31.0,10.0,17153.043478260868,1055241.3152173914,False,21.50526315789473,23.47063602186447,15.989148745519712,2009.0,15.5,102.33333333333333,0.759581881533101,10.0,31.0,15.0,0.8068690890990543,0.0,-2.0571428571438464,-1.2542857142860038,-1.482857142856953,-1.4171428571435332,0.8142857142860704,-1.0085714285718994,6338.514285716764,2424.0571428579137,0.008571428571664404,-3.411428571429896,2.9057142857153,0.20285714285738077,210.31428571436751,155.60000000004382,-1.1742857142861047,-0.022857142857019556,0.6942857142859221,-0.560000000000278,-0.36857142857170644,0.1129855532576876,30.548447281853424,6,142.59315232974913,0.0034825870646766166,1.6829268292682928,0.0
12086000141,0.0702057320201025,Low,23.4375,0.1352340166126787,0.5191425484401424,0.0760342282311685,0.4964196086734677,0.3824118556502999,0.3001405656361197,0.5326217793202597,0.1944338049941888,0.8841189329205648,13.4,3.8,9.8,45.0,2.9,14.0,10.0,27267.31111111111,1164669.1555555556,False,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.017142857143816,-0.12857142857129167,1.139999999999812,2.9828571428579695,-1.4371428571429767,-1.1657142857147553,6444.25714285781,2807.285714286385,-0.35142857142894923,-6.011428571430853,5.817142857144645,-1.162857142857312,120.48571428574877,-756.9142857141189,-2.4742857142859167,3.4028571428579695,-2.1999999999994775,-1.2742857142836925,2.0114285714296543,0.10272394574366678,26.99051207024044,0,321.6,3.8,3.8,27.029714285727138
12086000115,0.0702436545259182,Low,23.6328125,0.1443098404323795,0.4867558186985375,0.0793433750524981,0.0526773256478876,0.3873786066525451,0.3700089158774909,0.6734941848058045,0.2092763058122609,0.9502200605089598,6.2,10.5,5.3,52.5,8.7,3.0,2.0,20043.333333333332,878397.2380952381,False,120.0,18.288888888888877,12.015740740740739,86.0,0.0,3.0,0.5348837209302325,2.0,3.0,2.0,0.0,0.0,0.502857142857355,1.337142857142902,0.8228571428573666,-1.28285714285765,1.757142857144034,0.8228571428573594,7673.400000002396,4698.20000000147,-1.1428571428572707,-3.9085714285731115,1.9942857142863597,-0.7742857142860685,137.11428571431847,-208.08571428576772,1.4971428571431382,-0.22285714285734828,0.48285714285722064,4.428571428573246,-0.8142857142862846,0.0737995711299207,16.8814947786132,1,74.30240740740742,0.12068965517241378,4.883720930232559,3.1177142857156013
12086000118,0.0573104849699577,Low,14.453125,0.1252723882772109,0.4574869670652191,0.0932721667353004,0.0,0.3922125165560486,0.3300079519988433,0.6324926994181997,0.1572726098191214,0.932721667353004,5.5,14.5,0.0,46.8,4.6,4.0,5.0,23651.666666666668,1062784.0,False,120.0,9.015277777777778,16.37673611111111,501.0,0.0,20.0,0.7485029940119761,5.0,4.0,5.0,0.872255489021956,0.0,-1.2942857142857762,-0.1914285714286112,-0.4742857142858649,1.3000000000006167,-4.085714285714136,-0.5542857142860242,7626.571428577255,-3163.7428571401465,1.425714285715049,-6.1685714285732915,3.95142857142905,0.3685714285714511,13.800000000043015,29.02857142857242,-0.6000000000002769,-0.5085714285715495,1.434285714286136,-0.2742857142857153,0.83428571428561,0.09530997655257412,16.991442207165285,5,41.92795138888889,0.02888446215139442,3.646706586826347,0.0
12086000144,0.0647825531349871,Low,17.96875,0.1243816814317969,0.5208367694442997,0.051416588324253,0.3202756338155632,0.4187576628801848,0.3510084580351333,0.6199405564166498,0.1973467745393408,0.8942015360739668,8.3,3.2,3.6,57.4,3.7,6.0,6.0,21516.791666666668,1109200.8333333333,False,120.0,120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7857142857148712,-0.6285714285708999,-0.12571428571427248,0.5257142857141293,-2.9257142857149407,-0.8628571428578324,6421.200000001978,-1651.2285714286288,-0.17142857142854964,-9.597142857146384,5.511428571430537,-4.211428571430533,207.62857142862924,-416.5999999999631,-1.4371428571427978,2.651428571428773,-2.334285714285478,-3.9828571428582675,-0.6628571428570317,0.10272394574366678,26.99051207024044,0,199.20000000000002,3.2,3.2,6.5214285714334315
12086000120,0.0901145076925001,Moderate,43.359375,0.174028171200961,0.5178156333576558,0.1015658117270407,0.0787543105169957,0.5053288283997298,0.4356104966384732,0.6157149375519464,0.2464905306748812,0.953669593681134,11.7,9.6,4.2,62.4,8.5,13.0,5.0,13958.0,1126132.0857142855,False,29.792708333333334,32.88846153846154,16.010042735042735,738.0,4.0,34.666666666666664,0.6205962059620597,5.0,13.0,5.0,0.8211382113821138,0.0,0.5400000000000555,0.16285714285677272,-0.9885714285716528,-1.8600000000002717,7.042857142860344,-0.23142857142889728,-1613.2285714291543,78.05714285691992,0.12857142857159262,-3.291428571429495,3.494285714286458,0.6685714285717428,140.17142857148318,-79.08571428574,-0.03714285714284841,-0.534285714285872,0.6371428571431574,0.5999999999994939,-2.465714285714957,0.1203951333613134,25.054920235946753,4,93.4825,0.012990527740189446,3.642276422764227,6.31800000000065
12086000121,0.0736394773034342,Low,26.3671875,0.1472494954146216,0.5001000315558428,0.0692717851377184,0.0346281728975751,0.4677502051267864,0.4140099761440034,0.660488001774603,0.2252272056915248,0.9236238018362464,13.1,1.9,1.7,65.9,3.2,5.0,3.0,15797.75,1049346.0,False,120.0,56.39333333333334,14.0,87.0,0.0,3.6666666666666665,0.5114942528735632,3.0,5.0,3.0,0.0,0.0,1.3857142857146911,-0.5057142857145194,-0.37142857142867886,-1.3885714285721626,10.180000000004528,0.04571428571445794,-5146.314285716203,-3510.771428572142,0.0,-5.36285714285902,3.4285714285725097,-1.1657142857142586,51.02857142862276,86.9428571428728,-0.45428571428554876,0.0371428571422787,0.06857142857141911,-1.9657142857148415,0.06285714285710625,0.0519319594144443,60.0,3,131.0,0.02159090909090909,0.9281609195402298,18.15285714286245
12086000122,0.0519319594144443,Low,11.1328125,0.1013823175165288,0.5122388271108281,0.0399252953582555,0.1150758251561106,0.4561562059104795,0.3881631994839541,0.6839760232046185,0.1628393396748022,0.9178228817989778,1.7,7.0,4.6,55.8,1.1,3.0,1.0,16351.23076923077,1022871.6153846154,False,120.0,60.0,14.0,42.0,0.0,2.0,0.5,1.0,3.0,1.0,0.0,0.0,-2.0628571428577285,-0.299999999999844,0.7742857142858504,-1.1657142857146514,-2.434285714287747,0.0028571428572205194,5676.400000001595,2476.3142857150447,0.6628571428576051,-0.37428571428595875,3.0542857142866437,0.45142857142871157,161.28571428576208,-133.5428571428867,-0.05714285714287761,-0.9685714285719119,0.49714285714314793,0.48857142857170227,0.07428571428572617,0.08412230908085616,39.022913042088675,4,17.0,0.16279069767441862,3.5,0.0
12086000123,0.0737995711299207,Low,26.7578125,0.1411921329355327,0.5226889742052208,0.0867738396837326,0.3575361104353076,0.388933289833315,0.3423611908437198,0.5814203703079723,0.1956104261873328,0.9431939096057894,14.7,3.7,3.3,50.8,3.0,23.0,5.0,21925.970588235297,968664.4411764706,False,27.0,16.8814947786132,15.63542270531401,1552.0,11.166666666666666,72.0,0.7387242268041238,5.0,23.0,7.0,0.7873711340206185,0.0,-1.0857142857147912,-0.6600000000001468,-0.748571428571596,4.908571428573442,-0.9828571428571818,0.24000000000013355,1805.0000000014518,4070.2285714298755,0.6771428571431354,-5.017142857144559,5.111428571430333,-1.3542857142859488,33.54285714286788,56.48571428575325,-1.2885714285721528,1.5657142857149056,-0.874285714286394,-0.9857142857145992,-0.48000000000005144,0.0983729851750565,20.3662037037037,3,122.95928623188405,0.0023824855119124275,0.9667203608247422,0.0
